20000101
2.633,-0.984
-0.198,-7.210
-3.626,-11.548
-2.509,-11.064
-1.367,-5.847
0.640,-8.311
0.752,-8.663
-1.116,-10.975
-2.766,-6.103
-4.511,-7.966
-2.793,-9.605
0.363,-3.699
-1.519,-8.927
-2.203,-4.700
-1.361,-4.923
-4.280,-8.868
-3.259,-6.751
1.475,-5.061
1.432,-6.506
-0.952,-6.236
1.463,-5.906
-0.381,-7.427
-3.133,-8.606
-1.241,-4.829
-4.867,-9.440
-6.043,-16.444
-0.932,-10.475
-1.031,-11.751
-1.715,-8.743
1.527,-3.611
1.611,-0.900
2.758,1.359
4.695,1.403
7.335,2.898
6.019,-2.315
3.730,-3.029
7.110,0.294
8.354,1.398
6.694,3.324
6.770,4.359
7.717,1.224
7.080,-1.348
4.609,-0.475
5.060,0.943
8.743,2.030
7.204,0.073
7.270,-1.477
7.912,-0.875
5.308,0.604
6.591,-0.768
6.547,-0.934
8.109,1.024
5.034,-0.853
3.228,-2.083
3.074,-3.264
4.319,-3.591
9.197,-0.555
8.241,-1.084
5.482,-1.453
7.018,-1.997
9.742,-1.667
8.994,-0.874
9.147,3.136
11.162,0.287
7.735,0.263
6.352,-1.303
9.151,-2.328
15.992,0.877
17.492,5.391
15.499,2.168
8.584,-0.510
13.415,1.944
8.429,0.319
12.357,-1.079
15.335,0.153
9.013,1.263
6.642,-0.371
5.733,0.347
6.042,-1.641
6.593,-1.913
6.596,-2.234
9.674,-2.338
13.629,-0.617
16.626,0.252
12.397,4.808
17.202,3.481
18.744,5.104
20.107,8.479
20.487,8.736
19.441,6.606
18.455,7.084
21.122,4.154
18.808,7.269
20.361,5.586
23.691,10.913
24.380,13.390
19.437,9.430
12.527,4.212
13.384,2.723
12.319,2.229
16.320,2.407
11.705,6.311
19.993,2.230
24.655,7.787
25.748,7.643
26.803,9.792
26.102,13.879
27.830,12.551
24.611,10.824
22.742,12.584
20.565,14.379
22.570,13.786
22.349,9.045
23.521,12.571
18.256,12.971
14.488,11.452
20.281,11.122
22.765,10.385
24.258,11.995
25.866,13.879
26.028,14.282
26.823,10.375
20.344,10.222
16.891,5.666
18.443,0.304
22.467,2.382
22.938,4.899
26.378,10.741
23.184,12.699
27.079,8.812
29.274,10.164
31.167,15.500
31.538,12.526
20.769,7.408
24.163,4.048
26.571,10.997
29.914,10.769
30.733,15.672
31.380,11.087
30.612,13.640
30.388,11.738
26.418,13.784
28.367,6.517
26.703,14.384
26.521,12.071
28.620,13.784
31.651,12.232
31.262,11.917
30.043,14.567
30.438,13.312
29.173,12.420
27.019,14.376
23.757,12.848
23.204,8.836
30.748,12.267
32.196,11.519
36.419,14.643
35.941,13.058
38.622,13.842
32.354,15.858
31.437,20.134
30.838,17.350
30.672,13.616
32.406,10.843
38.003,12.392
40.175,17.006
38.560,19.162
36.788,20.672
24.702,11.459
25.494,6.983
24.573,8.967
27.279,11.108
34.684,12.233
37.026,14.407
41.981,19.644
39.081,19.348
38.850,17.701
35.716,17.609
25.620,14.987
27.675,15.054
32.729,11.105
25.158,12.648
32.222,12.073
36.052,15.071
40.228,16.267
43.112,19.167
44.123,21.411
38.258,22.835
35.541,16.902
39.899,17.217
38.340,17.523
32.516,15.246
37.159,12.506
39.814,18.887
27.100,15.047
28.778,13.723
31.215,8.293
29.532,16.986
29.169,18.583
31.152,14.729
27.336,16.535
29.770,12.036
30.760,12.193
31.390,17.790
33.772,18.221
35.961,13.984
40.628,18.600
42.245,21.216
38.894,19.624
35.185,17.472
35.371,20.947
26.097,20.296
28.192,17.430
30.788,13.719
33.153,12.289
34.229,14.976
35.703,13.831
35.821,17.103
35.295,18.079
36.726,18.195
36.107,20.072
35.015,18.545
32.544,19.358
33.329,16.154
32.685,19.644
35.101,18.413
38.588,16.915
35.581,21.514
36.108,18.260
39.398,17.613
40.426,17.387
38.519,17.845
39.517,18.649
39.347,19.032
41.699,18.989
43.263,17.614
31.853,19.621
33.259,16.436
25.800,16.197
24.144,11.023
27.520,11.870
27.905,16.110
31.226,14.515
34.221,12.672
35.072,18.102
31.149,16.257
31.960,12.926
28.802,15.108
16.401,14.084
14.744,12.595
21.288,9.643
24.590,7.413
26.265,9.945
26.848,9.719
24.285,13.189
29.967,13.521
29.510,13.294
30.150,12.427
30.521,14.872
19.952,13.106
25.465,12.075
28.268,14.114
30.400,15.206
28.931,12.983
34.334,14.017
16.736,13.221
13.951,9.596
16.410,6.945
19.160,4.917
18.619,4.093
19.944,5.427
19.673,4.879
18.935,7.000
18.761,8.106
21.084,10.063
22.368,12.003
21.811,13.784
24.895,11.817
22.450,11.615
20.044,9.982
18.561,12.138
15.759,11.463
14.566,8.020
16.793,6.218
20.996,4.432
24.242,8.189
20.401,13.356
17.527,9.984
20.388,7.336
21.345,6.229
19.610,9.196
16.859,9.227
11.605,7.252
13.285,6.216
13.945,4.020
13.736,-0.301
13.441,-0.516
15.755,-0.055
19.503,4.220
20.761,4.714
20.269,4.829
16.458,6.389
14.562,1.259
16.690,2.067
18.611,3.708
18.834,6.917
18.899,7.802
18.986,5.822
18.194,8.078
18.851,7.776
17.043,8.191
16.112,4.654
20.120,7.721
22.336,12.146
20.229,9.692
18.163,7.940
13.519,4.962
13.692,2.579
16.180,2.702
18.033,4.261
17.930,6.540
17.942,4.407
15.968,7.257
14.310,8.032
14.693,5.172
15.787,4.216
13.716,1.819
11.515,0.484
11.506,4.973
11.891,1.109
11.038,5.267
13.785,6.465
8.816,6.504
9.156,1.538
7.527,-0.454
7.823,-0.601
10.060,1.698
8.590,-0.599
8.212,-0.775
6.804,-1.248
